Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Person,Returned,total_cost,price_per_unit
CA-2017-153822,9/19/2017,9/25/2017,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.62,2,0.2,-2.52,Anna Andreadi,No,15.139999,7.887499958
CA-2014-116785,4/26/2014,4/30/2014,Standard Class,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.21,Anna Andreadi,No,15.19,4.279999924
CA-2017-169859,12/14/2017,12/18/2017,Standard Class,Home Office,United States,San Diego,California,92024,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0,11.03,Anna Andreadi,No,15.22,8.75
US-2017-118087,9/9/2017,9/13/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.02,2,0.2,1.7,Chuck Magee,No,15.320001,10.63750033
CA-2014-143336,8/27/2014,9/1/2014,Second Class,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.38,Anna Andreadi,No,15.339999,7.099999812
CA-2016-134803,5/28/2016,6/3/2016,Standard Class,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.38,Anna Andreadi,No,15.339999,7.099999812
US-2014-164763,3/17/2014,3/21/2014,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0,14.92,Cassandra Brandow,No,15.52,15.22000027
CA-2015-146255,3/7/2015,3/10/2015,First Class,Home Office,United States,Newark,Delaware,19711,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0,14.92,Chuck Magee,No,15.52,15.22000027
US-2014-140452,12/6/2014,12/10/2014,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.78,3,0.6,-4.85,Kelly Williams,No,15.629999,8.983333646
CA-2017-150609,4/30/2017,5/4/2017,Standard Class,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,0.2,7.55,Anna Andreadi,No,15.69,5.809999964
CA-2016-159212,11/1/2016,11/5/2016,Standard Class,Home Office,United States,Salem,Virginia,24153,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.1,Cassandra Brandow,No,15.699999,10.89999962
CA-2016-106950,9/2/2016,9/6/2016,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.46,4,0.2,3.4,Cassandra Brandow,No,16.06,6.081249737
CA-2017-137428,12/16/2017,12/21/2017,Second Class,Corporate,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5,0.2,8.21,Anna Andreadi,No,16.11,6.079999946
CA-2016-104689,12/1/2016,12/5/2016,Standard Class,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0,6.91,Anna Andreadi,No,16.130001,2.880000114
CA-2017-136651,4/23/2017,4/25/2017,Second Class,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,0,7.97,Anna Andreadi,No,16.17,12.06999969
CA-2017-121258,2/26/2017,3/3/2017,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,4,0,13.32,Anna Andreadi,No,16.28,7.400000095
US-2016-119046,6/2/2016,6/6/2016,Standard Class,Corporate,United States,Seattle,Washington,98115,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,0,13.88,Anna Andreadi,No,16.3,10.0600001
CA-2016-145261,12/18/2016,12/21/2016,First Class,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10004078,Office Supplies,Art,Newell 312,18.69,4,0.2,2.34,Anna Andreadi,No,16.35,5.840625189
CA-2015-114048,12/14/2015,12/18/2015,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,0,12.86,Anna Andreadi,No,16.36,9.739999771
CA-2017-131492,10/19/2017,10/24/2017,Second Class,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0,15.12,Anna Andreadi,No,16.380001,3.15
US-2017-147886,3/28/2017,3/31/2017,First Class,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0,10.06,Anna Andreadi,No,16.419998,26.47999954
CA-2016-109869,4/22/2016,4/29/2016,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.07,Anna Andreadi,No,16.49,5.889999888
CA-2014-124688,8/27/2014,8/29/2014,First Class,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0,12.52,Cassandra Brandow,No,16.6,7.28000021
CA-2014-110786,12/29/2014,1/2/2015,Standard Class,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,0,8.22,Anna Andreadi,No,16.68,4.979999924
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0,13.2,Chuck Magee,No,16.79,29.98999977
CA-2016-128671,8/11/2016,8/16/2016,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,32.4,5,0,15.55,Kelly Williams,No,16.850002,6.480000305
CA-2016-111682,6/17/2016,6/18/2016,First Class,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0,15.55,Chuck Magee,No,16.850002,6.480000305
CA-2017-142342,7/17/2017,7/19/2017,Second Class,Corporate,United States,Apple Valley,California,92307,West,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,32.4,5,0,15.55,Anna Andreadi,No,16.850002,6.480000305
CA-2014-169019,7/26/2014,7/30/2014,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,4.84,2,0.8,-12.09,Kelly Williams,No,16.93,12.1000011
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,1,0,13.94,Anna Andreadi,No,17.04,30.97999954
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2,0,6.06,Anna Andreadi,No,17.26,11.65999985
CA-2016-123526,12/24/2016,12/25/2016,First Class,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.03,Anna Andreadi,No,17.37,6.680000305
CA-2015-103716,4/30/2015,5/6/2015,Standard Class,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.8,5,0.2,1.73,Anna Andreadi,No,18.07,4.949999828
CA-2016-114307,7/22/2016,7/26/2016,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,9.32,Chuck Magee,No,18.1,9.140000025
CA-2017-140186,9/29/2017,10/2/2017,First Class,Consumer,United States,Bakersfield,California,93309,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,0,16.8,Anna Andreadi,No,18.2,5
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0,7.54,Kelly Williams,No,18.45,25.98999977
CA-2016-139269,5/25/2016,5/30/2016,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0,6.24,Cassandra Brandow,No,18.72,6.239999771
CA-2017-161459,11/25/2017,11/29/2017,Second Class,Corporate,United States,Laguna Niguel,California,92677,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0,15.34,Anna Andreadi,No,18.740002,5.680000305
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.66,Anna Andreadi,No,18.779999,35.43999863
CA-2017-108294,12/10/2017,12/10/2017,Same Day,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.53,Kelly Williams,No,18.970001,11.5
CA-2015-130785,9/5/2015,9/9/2015,Standard Class,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.75,6,0.2,9.7,Anna Andreadi,No,19.05,5.989583356
CA-2015-157770,12/13/2015,12/15/2015,First Class,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.86,Anna Andreadi,No,19.34,7.300000218
CA-2016-152814,4/28/2016,5/2/2016,Standard Class,Home Office,United States,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.47,3,0.2,9.95,Anna Andreadi,No,19.52,12.27916643
CA-2015-105158,9/5/2015,9/10/2015,Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,36.84,3,0,17.31,Kelly Williams,No,19.53,12.28000005
CA-2017-112753,6/18/2017,6/23/2017,Standard Class,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.05,Anna Andreadi,No,19.830002,6.480000178
CA-2014-109918,9/7/2014,9/12/2014,Second Class,Corporate,United States,Santa Clara,California,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.39,Anna Andreadi,No,19.970001,6.840000153
CA-2017-161956,8/27/2017,8/29/2017,Second Class,Corporate,United States,Inglewood,California,90301,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0,8.24,Anna Andreadi,No,20.16,5.679999924
CA-2017-131492,10/19/2017,10/24/2017,Second Class,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0,10.39,Anna Andreadi,No,20.169998,15.27999973
CA-2014-102652,4/6/2014,4/12/2014,Standard Class,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.91,Anna Andreadi,No,20.2,4.730000087
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",38.88,6,0,18.66,Anna Andreadi,No,20.220001,6.480000178
CA-2017-150910,12/22/2017,12/28/2017,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23.13,7,0.2,2.89,Cassandra Brandow,No,20.24,4.130357008
CA-2015-149636,1/6/2015,1/12/2015,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,5,0.2,9.25,Anna Andreadi,No,20.35,7.400000123
CA-2017-100111,9/20/2017,9/26/2017,Standard Class,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,0,18.1,Chuck Magee,No,20.42,4.280000051
US-2016-108455,12/2/2016,12/8/2016,Standard Class,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,0,19.83,Anna Andreadi,No,20.63,5.779999869
CA-2015-132941,5/25/2015,5/28/2015,First Class,Corporate,United States,Haltom City,Texas,76117,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,32.37,7,0.2,11.73,Kelly Williams,No,20.64,5.780356974
CA-2015-132941,5/25/2015,5/28/2015,First Class,Corporate,United States,Haltom City,Texas,76117,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,22.37,2,0.2,1.68,Kelly Williams,No,20.69,13.98125058
US-2016-105578,5/30/2016,6/4/2016,Standard Class,Corporate,United States,Parker,Colorado,80134,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,1,0.2,11.89,Anna Andreadi,No,20.900002,40.9875013
CA-2015-157770,12/13/2015,12/15/2015,First Class,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.22,Anna Andreadi,No,21.02,36.24000168
US-2016-157490,10/6/2016,10/7/2016,First Class,Home Office,United States,Pueblo,Colorado,81001,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.98,4,0.7,-9.18,Anna Andreadi,No,21.16,9.983332555
CA-2017-135692,4/27/2017,5/1/2017,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.59,Kelly Williams,No,21.529999,10.3499997
CA-2015-164882,10/31/2015,10/31/2015,Same Day,Consumer,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0,8.02,Anna Andreadi,No,21.68,9.900000254
CA-2017-119284,6/15/2017,6/20/2017,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,31.17,4,0.2,9.35,Cassandra Brandow,No,21.82,9.74062506
CA-2017-109085,2/17/2017,2/20/2017,First Class,Home Office,United States,Troy,Ohio,45373,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,30.14,2,0.2,8.29,Chuck Magee,No,21.849998,18.83749969
CA-2014-103940,9/17/2014,9/21/2014,Standard Class,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.43,Anna Andreadi,No,21.91,17.67000008
CA-2014-169019,7/26/2014,7/30/2014,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,5,0.8,-13.32,Kelly Williams,No,22.2,8.880000644
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.7,Anna Andreadi,No,22.419998,3.079999924
CA-2014-105270,11/11/2014,11/18/2014,Standard Class,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0,7.92,Anna Andreadi,No,22.56,10.15999985
CA-2016-128671,8/11/2016,8/16/2016,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,0,19.26,Kelly Williams,No,22.6,5.980000087
US-2017-103828,8/13/2017,8/13/2017,Same Day,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,4,0,9.26,Anna Andreadi,No,22.66,7.980000019
CA-2015-141593,12/14/2015,12/16/2015,Second Class,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.25,3,0.2,11.56,Anna Andreadi,No,22.689999,14.27083339
CA-2016-126732,9/2/2016,9/6/2016,Standard Class,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0,0.95,Anna Andreadi,No,22.72,7.890000025
US-2017-103828,8/13/2017,8/13/2017,Same Day,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.49,Anna Andreadi,No,22.95,10.48000018
CA-2017-169859,12/14/2017,12/18/2017,Standard Class,Home Office,United States,San Diego,California,92024,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5,0,20.54,Anna Andreadi,No,23.16,8.740000153
CA-2017-123491,10/30/2017,11/5/2017,Standard Class,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,0,20.61,Anna Andreadi,No,23.25,7.310000102
CA-2017-127306,1/14/2017,1/18/2017,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.29,7,0.2,12.7,Cassandra Brandow,No,23.59,6.48035733
CA-2017-118542,12/1/2017,12/5/2017,Standard Class,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.36,7,0,21.77,Anna Andreadi,No,23.59,6.480000087
CA-2015-109736,10/10/2015,10/11/2015,First Class,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.77,Anna Andreadi,No,23.59,6.480000087
CA-2014-157924,10/11/2014,10/13/2014,First Class,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.3,Anna Andreadi,No,23.619999,7.980000019
CA-2014-160766,9/14/2014,9/14/2014,Same Day,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9,0,21.07,Chuck Magee,No,23.75,4.979999966
US-2014-164763,3/17/2014,3/21/2014,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67,3,0,8.49,Cassandra Brandow,No,24.179998,10.88999939
CA-2017-150910,12/22/2017,12/28/2017,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.16,3,0.2,1.96,Cassandra Brandow,No,24.2,10.89999998
CA-2017-111556,11/20/2017,11/22/2017,First Class,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0,22.44,Chuck Magee,No,24.319998,6.67999976
CA-2017-136539,12/28/2017,1/1/2018,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72,Kelly Williams,No,24.45,16.98125011
CA-2015-169397,12/24/2015,12/27/2015,First Class,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.2,2.72,Chuck Magee,No,24.45,16.98125011
CA-2014-142769,9/13/2014,9/13/2014,Same Day,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0,24.47,Anna Andreadi,No,24.47,48.93999863
US-2014-143287,11/11/2014,11/17/2014,Standard Class,Home Office,United States,New Rochelle,New York,10801,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5,0,21.78,Chuck Magee,No,24.569998,9.269999695
CA-2016-165330,12/11/2016,12/11/2016,Same Day,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.81,3,0.2,11.19,Anna Andreadi,No,24.620003,14.92083396
US-2017-105046,7/17/2017,7/23/2017,Standard Class,Home Office,United States,Rome,New York,13440,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,4,0,14.46,Chuck Magee,No,24.620003,9.770000458
US-2016-127425,8/26/2016,8/31/2016,Standard Class,Corporate,United States,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25,Chuck Magee,No,24.75,5.5
CA-2017-115994,1/28/2017,1/31/2017,Second Class,Home Office,United States,Costa Mesa,California,92627,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0,12.83,Anna Andreadi,No,24.910002,12.58000056
CA-2015-103716,4/30/2015,5/6/2015,Standard Class,Corporate,United States,San Francisco,California,94110,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,34.65,3,0,9.7,Anna Andreadi,No,24.95,11.55000051
CA-2017-142328,12/7/2017,12/14/2017,Standard Class,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6,0,25.02,Anna Andreadi,No,25.02,8.340000153
CA-2017-144064,8/29/2017,9/1/2017,First Class,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.4,Kelly Williams,No,25.04,17.1500004
US-2016-108455,12/2/2016,12/8/2016,Standard Class,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,0,8.81,Anna Andreadi,No,25.059998,11.28999964
US-2017-107888,11/16/2017,11/19/2017,First Class,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0,7.99,Anna Andreadi,No,25.300001,33.29000092
CA-2014-152345,12/29/2014,1/3/2015,Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0,7.99,Anna Andreadi,No,25.300001,33.29000092
CA-2016-126529,1/11/2016,1/13/2016,Second Class,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.59,2,0.4,-9.87,Chuck Magee,No,25.46,12.99166692
CA-2016-134775,10/28/2016,10/29/2016,First Class,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0,25.48,Anna Andreadi,No,25.48,7.279999869
CA-2017-131618,6/17/2017,6/20/2017,First Class,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36,4,0.8,-16.38,Kelly Williams,No,25.739998,11.70000027
CA-2016-111682,6/17/2016,6/18/2016,First Class,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,30,2,0,3.3,Chuck Magee,No,26.7,15
CA-2014-134726,11/2/2014,11/7/2014,Second Class,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.1,Anna Andreadi,No,26.839998,20.96999931
US-2016-105578,5/30/2016,6/4/2016,Standard Class,Corporate,United States,Parker,Colorado,80134,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,0.7,-11.96,Anna Andreadi,No,26.91,24.91666536
US-2017-109253,8/21/2017,8/22/2017,First Class,Consumer,United States,Oakland,California,94601,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,0,24.84,Anna Andreadi,No,26.91,10.35
CA-2016-114307,7/22/2016,7/26/2016,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,51.84,8,0,24.88,Chuck Magee,No,26.960001,6.480000019
CA-2016-114307,7/22/2016,7/26/2016,Standard Class,Corporate,United States,Columbia,Maryland,21044,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,10.55,Chuck Magee,No,27.130001,18.84000015
CA-2017-107825,11/18/2017,11/18/2017,Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",37.76,1,0,10.57,Kelly Williams,No,27.189999,37.75999832
CA-2014-141726,7/20/2014,7/22/2014,First Class,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0,15.49,Anna Andreadi,No,27.53,14.34000015
CA-2014-169019,7/26/2014,7/30/2014,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.5,3,0.6,-10.06,Kelly Williams,No,27.560001,14.5833342
CA-2017-140151,3/23/2017,3/25/2017,First Class,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0,4.87,Anna Andreadi,No,27.61,16.23999977
